brand,nome,preco,revenda,ano
Bajaj,Pulsar 150,139754,78880.49,2018
KTM,125 Duke,354141,222127.34,2021
TVS,NTorq 125,57515,23681.8,2023
Honda,CBR 650R,346939,190667.37,2024
Honda,Shine,201237,140152.08,2023
Honda,Activa,186936,99293.82,2016
Hero,Splendor Plus,158967,90500.86,2020
TVS,Apache RTR 160,291212,170701.81,2020
KTM,RC 390,105100,62875.44,2020
KTM,Duke 200,328348,250192.69,2021
Kawasaki,Ninja 300,197106,120680.41,2019
Bajaj,Dominar 400,120677,58372.92,2020
Hero,Passion Pro,347012,183799.93,2022
Bajaj,Pulsar 150,101930,41717.82,2020
KTM,250 Duke,330348,224463.93,2015
Royal Enfield,Classic 350,87583,44968.73,2015
Kawasaki,Z650,262697,139746.72,2015
Kawasaki,Vulcan S,171002,94360.3,2019
KTM,250 Duke,126504,68443.87,2022
Hero,Splendor Plus,355571,152444.72,2018
Honda,Dio,199629,112603.88,2016
Honda,Unicorn,329118,143755.33,2018
Kawasaki,Vulcan S,330936,204930.81,2020
Honda,Unicorn,312133,209104.4,2015
Hero,HF Deluxe,320524,249405.6,2020
Kawasaki,Versys 650,188452,116702.44,2022
Yamaha,MT-15,58181,43343.01,2023
TVS,Apache RTR 160,98916,50401.01,2015
Honda,CBR 650R,360430,216419.04,2021
Yamaha,FZ V3,118565,79071.09,2021
Honda,Shine,68859,40872.19,2017
Kawasaki,Ninja 300,101791,50215.49,2024
Bajaj,Dominar 400,333612,246078.28,2021
KTM,Duke 200,171681,109069.5,2024
Royal Enfield,Classic 350,146299,116309.72,2024
Yamaha,R15 V4,310140,190611.33,2015
KTM,250 Duke,143740,60855.66,2021
KTM,250 Duke,50447,34436.06,2022
KTM,250 Duke,206888,111489.01,2024
Honda,CBR 650R,182639,100915.09,2016
KTM,RC 390,197181,91879.57,2018
Kawasaki,Ninja 300,92784,45490.08,2017
Hero,Glamour,246782,117241.16,2015
KTM,Duke 200,92084,46963.83,2019
Honda,CBR 650R,388477,281792.69,2024
Yamaha,Ray ZR,196290,103602.95,2021
Royal Enfield,Meteor 350,186898,104232.55,2016
KTM,390 Adventure,127439,61459.07,2022
Yamaha,Fascino 125,325112,150783.83,2017
Honda,Shine,152256,61313.43,2018
Yamaha,Fascino 125,186354,100155.19,2018
Honda,CBR 650R,94018,50205.73,2023
TVS,Sport,241758,98352.55,2016
Hero,Passion Pro,264251,181635.03,2017
Honda,CBR 650R,82694,45545.36,2019
Yamaha,MT-15,64478,50316.56,2016
KTM,125 Duke,180768,141427.18,2016
Yamaha,Fascino 125,180556,93629.38,2016
Bajaj,Avenger 220,374316,188453.93,2018
Kawasaki,Ninja 400,120483,85004.15,2017
Honda,Dio,339987,199827.57,2020
Bajaj,Pulsar 150,252341,126270.37,2019
Bajaj,Platina 110,238202,186188.66,2024
Kawasaki,Versys 650,176472,123564.19,2019
Hero,Splendor Plus,211649,162581.32,2016
Bajaj,Pulsar 150,74401,36117.15,2024
TVS,Apache RTR 160,341840,196672.7,2017
Honda,Unicorn,99945,43556.18,2015
Kawasaki,Ninja 400,353747,249763.15,2015
Kawasaki,Ninja 300,85899,48756.71,2024
KTM,Duke 200,110198,75156.19,2023
Bajaj,CT 100,161789,76659.71,2015
Royal Enfield,Classic 350,154046,92375.6,2021
Royal Enfield,Hunter 350,123419,76133.01,2020
TVS,NTorq 125,91908,58491.49,2015
Bajaj,Avenger 220,262133,157871.21,2017
Honda,CBR 650R,141159,111359.89,2016
Kawasaki,Z650,90796,63664.25,2024
Royal Enfield,Himalayan,69376,35710.52,2021
Hero,HF Deluxe,76794,43869.65,2016
Bajaj,CT 100,304935,181953.05,2015
Honda,Shine,327879,135581.06,2022
Bajaj,CT 100,265638,163185.37,2018
Kawasaki,Vulcan S,395318,204416.83,2024
KTM,390 Adventure,294657,167643.18,2021
KTM,RC 390,235338,185816.57,2021
Royal Enfield,Meteor 350,248790,153747.46,2022
TVS,Jupiter,274490,195670.47,2018
Kawasaki,Ninja 400,361670,177532.26,2024
Royal Enfield,Meteor 350,294460,118853.27,2017
Hero,Splendor Plus,268195,138453.48,2019
KTM,RC 390,119931,90056.72,2017
Kawasaki,Versys 650,335873,156743.96,2015
TVS,NTorq 125,146134,63384.07,2019
Royal Enfield,Interceptor 650,159747,94685.96,2021
TVS,Apache RTR 160,217978,116122.67,2024
Yamaha,Ray ZR,397792,195314.28,2016
Honda,CBR 650R,183009,93188.21,2016
KTM,RC 390,366681,252959.21,2024
Bajaj,Avenger 220,124862,76701.95,2017
Kawasaki,Z650,55028,34164.77,2022
Royal Enfield,Interceptor 650,80492,38626.27,2019
Yamaha,Fascino 125,206269,126377.86,2020
TVS,NTorq 125,334703,217461.32,2024
Honda,Dio,153427,72101.9,2015
Hero,Glamour,241617,153542.86,2023
Royal Enfield,Hunter 350,360962,150325.35,2020
Hero,Xtreme 160R,101368,65963.07,2021
Honda,Dio,223686,103902.08,2020
Royal Enfield,Hunter 350,113543,45762.56,2016
Hero,Xtreme 160R,304949,195146.67,2024
Kawasaki,Versys 650,166232,73150.42,2019
Bajaj,Dominar 400,211151,152507.75,2019
KTM,Duke 200,247164,149652.64,2020
Kawasaki,Ninja 400,79732,60305.07,2024
Kawasaki,Vulcan S,340842,166431.59,2018
Honda,CBR 650R,391845,308443.39,2018
Bajaj,Dominar 400,238976,98635.38,2017
Royal Enfield,Interceptor 650,119192,47975.37,2016
Hero,Splendor Plus,79129,33690.76,2024
Royal Enfield,Hunter 350,197390,96668.26,2019
Royal Enfield,Himalayan,84078,63840.72,2015
Hero,Xtreme 160R,140114,65601.49,2017
Bajaj,Platina 110,154352,74089.39,2020
Hero,Passion Pro,187367,97343.16,2019
Honda,Shine,247374,99910.22,2023
Yamaha,FZ V3,320979,145090.91,2016
TVS,Ronin,256058,168827.54,2018
Honda,Activa,396585,298194.1,2020
KTM,Duke 200,158574,81717.78,2017
Hero,HF Deluxe,70119,43929.2,2020
KTM,Duke 200,301199,155619.64,2016
Hero,Glamour,186478,98912.14,2018
Hero,Glamour,210693,154113.36,2019
Kawasaki,Ninja 400,56493,44614.73,2022
Kawasaki,Ninja 400,172782,74027.35,2023
Royal Enfield,Classic 350,259305,162191.66,2021
TVS,Jupiter,389683,190856.18,2021
Kawasaki,Versys 650,385022,286296.55,2024
Yamaha,Fascino 125,89645,46290.75,2020
KTM,Duke 200,111138,81721.97,2023
Royal Enfield,Himalayan,154599,69254.77,2020
Yamaha,Fascino 125,333023,174759.88,2016
Kawasaki,Ninja 400,56620,38574.4,2022
Honda,Shine,151363,76774.82,2015
Royal Enfield,Himalayan,340316,183166.86,2024
Kawasaki,Vulcan S,127356,86674.49,2017
Hero,Glamour,344099,212206.54,2018
Yamaha,MT-15,74150,34160.93,2019
Yamaha,MT-15,292700,212442.73,2019
TVS,Sport,323987,155323.81,2024
Honda,CBR 650R,264999,109885.29,2021
Yamaha,R15 V4,398816,289931.74,2020
Yamaha,Fascino 125,321265,219495.89,2020
TVS,Ronin,192744,93049.61,2017
KTM,390 Adventure,263585,150335.94,2017
Kawasaki,Versys 650,199401,100541.64,2015
KTM,RC 390,394778,197201.62,2024
Kawasaki,Z650,353994,258732.06,2021
TVS,Ronin,338755,246407.53,2015
Yamaha,Fascino 125,286235,207485.2,2020
TVS,Sport,363737,183655.0,2023
KTM,RC 390,241920,192251.21,2021
Royal Enfield,Hunter 350,355717,174403.98,2022
Kawasaki,Ninja 400,115000,80373.93,2024
TVS,NTorq 125,382858,236216.63,2021
Kawasaki,Vulcan S,182908,119319.44,2021
Kawasaki,Ninja 300,176904,133255.29,2024
Royal Enfield,Meteor 350,177690,113810.13,2016
Yamaha,FZ V3,167055,104205.64,2023
KTM,390 Adventure,129300,82717.88,2021
Kawasaki,Z650,377970,228447.08,2020
Kawasaki,Ninja 400,384441,284475.77,2019
KTM,RC 390,66152,43973.94,2018
KTM,250 Duke,221026,159637.69,2024
TVS,Ronin,368478,283564.67,2019
Royal Enfield,Himalayan,75905,49187.18,2019
Honda,Activa,333399,147857.42,2022
KTM,Duke 200,393376,219491.56,2015
KTM,250 Duke,286659,228906.48,2017
Kawasaki,Vulcan S,371978,240793.56,2018
KTM,125 Duke,324613,148306.99,2019
TVS,Jupiter,121024,61035.4,2020
Kawasaki,Versys 650,146437,101320.77,2016
Yamaha,Ray ZR,90797,49226.04,2018
Hero,Glamour,92797,39939.14,2020
TVS,NTorq 125,53708,38395.92,2015
Yamaha,R15 V4,183553,74079.43,2016
Hero,Glamour,320815,163615.61,2016
Kawasaki,Vulcan S,227743,181427.43,2022
Hero,Xtreme 160R,115329,74126.87,2017
KTM,250 Duke,80579,32579.13,2024
Royal Enfield,Classic 350,92777,39075.6,2018
Yamaha,Fascino 125,181046,123908.23,2016
Bajaj,Dominar 400,149238,64525.98,2024
Yamaha,MT-15,153753,100062.16,2024
Kawasaki,Vulcan S,388480,202959.03,2017
Yamaha,Ray ZR,310400,192585.14,2017
Hero,HF Deluxe,214670,154540.91,2023
Royal Enfield,Hunter 350,324820,249247.37,2018
Kawasaki,Vulcan S,126395,60031.34,2017
Kawasaki,Ninja 300,327775,204440.37,2019
Kawasaki,Ninja 400,78512,43291.17,2018
Yamaha,FZ V3,291145,128953.19,2018
Honda,Shine,357669,281826.69,2024
TVS,Jupiter,170356,89960.82,2021
TVS,Jupiter,167670,101386.11,2018
Royal Enfield,Interceptor 650,215197,150778.15,2022
Kawasaki,Vulcan S,134524,95452.13,2017
KTM,RC 390,149778,78644.91,2018
Kawasaki,Ninja 400,164913,115140.27,2020
Royal Enfield,Hunter 350,99308,78139.49,2021
KTM,Duke 200,371601,248304.52,2024
KTM,125 Duke,375761,248353.16,2016
Bajaj,Platina 110,385318,170943.62,2016
Kawasaki,Ninja 300,85992,45874.55,2024
Kawasaki,Ninja 300,389632,229570.2,2015
Royal Enfield,Himalayan,334773,141209.42,2022
Kawasaki,Z650,324472,254295.09,2019
Royal Enfield,Meteor 350,198753,83923.92,2022
Yamaha,FZ V3,357234,256669.8,2015
Kawasaki,Versys 650,71048,43779.36,2015
Royal Enfield,Meteor 350,147396,104779.89,2017
Bajaj,Avenger 220,77764,45216.78,2015
Bajaj,Platina 110,157843,112579.7,2018
TVS,Apache RTR 160,140000,106310.27,2022
Kawasaki,Versys 650,148859,74890.22,2017
Royal Enfield,Meteor 350,325539,186178.28,2018
Yamaha,MT-15,376925,244358.37,2017
Bajaj,CT 100,71651,31654.57,2024
Bajaj,Dominar 400,254511,128740.44,2017
Royal Enfield,Interceptor 650,227451,154914.72,2024
Kawasaki,Vulcan S,165699,113323.93,2023
TVS,Ronin,336810,199242.54,2022
Kawasaki,Ninja 300,101476,49156.91,2015
Kawasaki,Versys 650,267969,208154.62,2024
KTM,390 Adventure,253364,193601.39,2024
Hero,Glamour,209093,159516.14,2020
KTM,250 Duke,122980,74263.69,2017
Honda,CBR 650R,99044,41969.94,2021
Royal Enfield,Himalayan,84656,58286.08,2022
Bajaj,Platina 110,355893,248467.74,2015
Honda,Shine,137513,76320.13,2022
Hero,Splendor Plus,101443,47659.61,2020
Kawasaki,Vulcan S,374256,230283.47,2022
Honda,Activa,367412,227735.49,2024
Hero,Xtreme 160R,111136,70281.69,2020
Honda,CBR 650R,115085,80937.78,2020
Hero,Xtreme 160R,349825,156482.06,2024
Bajaj,Avenger 220,204858,132750.96,2024
Hero,Glamour,328376,138617.05,2021
Yamaha,Ray ZR,325986,240012.38,2018
Royal Enfield,Meteor 350,293401,125164.7,2023
KTM,125 Duke,145177,101848.15,2024
TVS,Ronin,338343,225846.39,2016
Kawasaki,Ninja 400,59748,28637.31,2020
Royal Enfield,Himalayan,206261,123127.2,2021
Hero,Xtreme 160R,130340,93009.97,2020
Royal Enfield,Interceptor 650,310394,193985.9,2024
Honda,Activa,138267,69113.09,2024
Kawasaki,Z650,301779,195775.29,2024
Bajaj,Pulsar 150,328652,154387.74,2024
Hero,Splendor Plus,244937,131183.11,2020
Hero,Xtreme 160R,397434,263506.42,2020
Yamaha,FZ V3,321345,231978.96,2018
Bajaj,Dominar 400,365753,234018.34,2019
KTM,Duke 200,341660,179666.07,2020
Bajaj,Avenger 220,278941,168146.14,2019
Hero,Glamour,68119,45032.98,2015
Bajaj,Avenger 220,308215,229543.02,2020
Honda,CBR 650R,366463,167895.26,2021
Royal Enfield,Classic 350,269978,142760.2,2018
KTM,RC 390,153680,69440.12,2017
Yamaha,MT-15,214265,91735.69,2023
Kawasaki,Ninja 400,194680,124765.9,2020
Royal Enfield,Hunter 350,322755,133052.66,2023
Kawasaki,Ninja 400,78886,34379.58,2018
KTM,Duke 200,91710,65269.25,2018
Hero,Splendor Plus,367868,223905.36,2020
Honda,CBR 650R,393686,302653.3,2022
Bajaj,Pulsar 150,72381,45254.85,2016
TVS,Sport,215529,145174.72,2022
Bajaj,Platina 110,200238,142209.66,2023
KTM,250 Duke,294327,166180.39,2017
Honda,Shine,69958,38953.47,2015
TVS,Apache RTR 160,193805,104380.93,2023
Yamaha,R15 V4,132695,77166.39,2023
TVS,Sport,357762,176966.16,2019
KTM,125 Duke,384766,244407.54,2018
Honda,Unicorn,137134,60902.46,2015
Honda,Shine,112210,89014.69,2022
Hero,Splendor Plus,255192,160470.41,2023
Kawasaki,Versys 650,268371,201062.24,2019
KTM,390 Adventure,167638,101176.75,2016
Yamaha,MT-15,371021,196208.96,2019
Hero,Splendor Plus,111710,48923.55,2016
Yamaha,R15 V4,113940,85779.82,2020
TVS,Sport,353758,223840.19,2016
Hero,Passion Pro,123375,94789.39,2015
Hero,Xtreme 160R,228434,151254.3,2016
Bajaj,CT 100,254476,138167.13,2017
TVS,NTorq 125,254497,104761.25,2016
TVS,Apache RTR 160,83706,65190.8,2020
Honda,Unicorn,172577,81905.84,2022
Honda,Dio,101245,53808.06,2016
Kawasaki,Ninja 300,351272,172446.58,2018
Bajaj,Avenger 220,319965,177811.94,2018
Royal Enfield,Classic 350,256680,173957.86,2015
Royal Enfield,Interceptor 650,329071,139744.03,2020
TVS,Apache RTR 160,188996,75883.11,2021
TVS,Ronin,93696,56098.25,2022
TVS,Sport,389224,165607.61,2017
Hero,HF Deluxe,65381,31154.51,2019
Bajaj,Avenger 220,363217,196674.92,2017
Bajaj,Dominar 400,314848,203245.68,2022
KTM,390 Adventure,371922,242246.8,2024
TVS,Sport,285973,198814.68,2019
Bajaj,Pulsar 150,383111,262853.97,2020
Kawasaki,Ninja 400,166014,92248.43,2015
Royal Enfield,Himalayan,284499,184622.31,2019
Hero,Glamour,331947,170090.09,2016
Kawasaki,Vulcan S,115171,73422.51,2023
Yamaha,MT-15,313833,217398.15,2023
Hero,Splendor Plus,79985,48985.29,2015
Yamaha,Ray ZR,364610,281858.17,2016
KTM,RC 390,126995,97951.56,2018
Kawasaki,Ninja 400,208560,103156.14,2021
Hero,Splendor Plus,202225,83380.89,2015
KTM,250 Duke,85569,36541.84,2017
KTM,250 Duke,328142,149334.89,2021
KTM,Duke 200,333057,160131.3,2021
Kawasaki,Versys 650,126673,96916.08,2015
Kawasaki,Ninja 300,256374,199430.89,2019
KTM,250 Duke,215891,98200.5,2024
Yamaha,Ray ZR,312575,170844.69,2022
KTM,RC 390,166310,92077.68,2018
Kawasaki,Ninja 300,126993,81104.99,2015
Yamaha,Ray ZR,218368,142663.62,2015
Honda,Dio,230891,150923.8,2020
TVS,Ronin,66712,47522.3,2024
KTM,RC 390,83617,48259.08,2023
Royal Enfield,Hunter 350,54509,31758.96,2024
Kawasaki,Vulcan S,293518,124695.68,2015
Kawasaki,Ninja 400,373977,205353.91,2023
Bajaj,CT 100,90598,47618.66,2016
Yamaha,Ray ZR,351681,219546.63,2016
Hero,Glamour,210104,85064.1,2016
Bajaj,Pulsar 150,174267,105396.29,2017
Royal Enfield,Interceptor 650,236291,106704.21,2023
Kawasaki,Z650,99523,62706.36,2016
Kawasaki,Vulcan S,61849,38776.8,2018
Bajaj,Platina 110,288971,137973.74,2015
Kawasaki,Ninja 300,387742,223368.1,2024
KTM,390 Adventure,272308,136161.52,2020
Yamaha,Ray ZR,111735,65865.5,2020
Bajaj,Avenger 220,150844,100826.7,2023
TVS,Apache RTR 160,274005,153905.53,2018
Yamaha,Fascino 125,50141,30222.17,2020
KTM,Duke 200,271347,161362.42,2016
Bajaj,Platina 110,219782,113307.5,2021
Royal Enfield,Classic 350,130379,78396.65,2015
Honda,Shine,144818,101185.69,2015
Yamaha,FZ V3,298079,207675.69,2016
KTM,125 Duke,85706,53982.84,2017
Honda,Unicorn,60420,35622.17,2016
Royal Enfield,Classic 350,160300,96547.34,2024
Hero,HF Deluxe,93966,53471.53,2024
Hero,Xtreme 160R,149482,85620.5,2022
Honda,Dio,313526,156374.61,2021
Kawasaki,Vulcan S,192716,99525.66,2023
KTM,250 Duke,334286,259351.57,2018
Yamaha,Fascino 125,335361,154033.4,2023
KTM,125 Duke,128042,100361.59,2021
Yamaha,R15 V4,255087,134704.57,2021
Bajaj,Pulsar 150,83548,59352.41,2019
Hero,Xtreme 160R,188822,106089.37,2022
TVS,Apache RTR 160,129341,58766.71,2022
Royal Enfield,Himalayan,144639,64471.51,2022
Royal Enfield,Himalayan,379476,282735.43,2024
Honda,Activa,227072,132422.52,2019
Yamaha,Ray ZR,186356,127186.39,2015
TVS,Sport,66587,35913.8,2021
Honda,Unicorn,207380,131845.92,2015
Honda,Unicorn,287780,182487.16,2018
Royal Enfield,Interceptor 650,328158,137703.68,2022
Bajaj,Avenger 220,369707,262812.55,2024
TVS,Ronin,229616,122782.03,2016
TVS,Apache RTR 160,320985,234484.47,2015
Honda,CBR 650R,271038,138786.64,2020
Kawasaki,Versys 650,311445,212109.24,2016
Yamaha,Fascino 125,140767,97522.22,2018
Yamaha,FZ V3,261436,182440.06,2020
TVS,NTorq 125,232706,94880.38,2017
Hero,Xtreme 160R,180808,109523.42,2015
Hero,Passion Pro,237809,152956.92,2024
Kawasaki,Versys 650,235700,140874.69,2016
Yamaha,MT-15,276936,213574.29,2022
Royal Enfield,Classic 350,109924,81947.51,2016
Royal Enfield,Himalayan,93693,46518.89,2022
Royal Enfield,Classic 350,96140,67448.0,2021
TVS,Sport,389862,225884.76,2024
Yamaha,MT-15,186582,85014.93,2022
KTM,390 Adventure,55649,27856.77,2018
Yamaha,MT-15,78801,60750.26,2022
Royal Enfield,Himalayan,158927,110431.32,2020
Bajaj,Avenger 220,260060,170047.28,2018
Bajaj,Dominar 400,346191,271221.57,2020
KTM,RC 390,345095,231932.29,2018
Royal Enfield,Meteor 350,215026,143108.36,2021
Kawasaki,Versys 650,381901,275038.53,2020
Yamaha,R15 V4,270473,188526.89,2017
KTM,RC 390,80289,59565.63,2024
Honda,Unicorn,116257,73210.17,2024
Bajaj,Pulsar 150,293898,203366.95,2016
KTM,250 Duke,304941,218923.59,2023
Honda,Shine,56920,32271.68,2019
Bajaj,Avenger 220,361523,244473.6,2021
Royal Enfield,Hunter 350,170800,99296.22,2020
Royal Enfield,Hunter 350,306560,231943.99,2022
KTM,250 Duke,372620,259414.66,2024
Bajaj,Platina 110,54325,38395.63,2015
Hero,Splendor Plus,309753,147153.05,2020
Hero,Passion Pro,283577,200705.85,2019
KTM,Duke 200,130461,75706.51,2017
Kawasaki,Ninja 400,103548,42146.48,2020
Honda,Dio,379289,253800.58,2018
KTM,RC 390,139354,56187.21,2024
TVS,Sport,268497,176701.2,2022
KTM,RC 390,122863,65487.4,2017
Yamaha,Fascino 125,286876,210590.97,2018
Yamaha,R15 V4,196554,143835.71,2024
Hero,Xtreme 160R,116533,92359.17,2019
Royal Enfield,Hunter 350,244874,132752.54,2017
Honda,Shine,322042,229406.85,2021
Hero,Glamour,389149,208225.43,2023
Honda,Activa,134209,103428.35,2021
Bajaj,CT 100,346911,235014.3,2018
KTM,RC 390,85660,34329.64,2015
Hero,Passion Pro,257488,155473.87,2022
KTM,250 Duke,307570,164168.91,2015
KTM,250 Duke,282371,155145.08,2024
Royal Enfield,Interceptor 650,354480,190537.81,2016
Royal Enfield,Meteor 350,212248,108918.44,2018
Royal Enfield,Classic 350,353280,155618.71,2023
Yamaha,FZ V3,252285,150260.18,2019
TVS,NTorq 125,217040,153317.61,2019
KTM,390 Adventure,303028,216385.33,2020
Bajaj,Dominar 400,380436,192241.11,2017
TVS,Jupiter,246399,171554.59,2016
TVS,NTorq 125,155210,75429.49,2020
Yamaha,Fascino 125,341896,166404.2,2020
KTM,250 Duke,331220,159162.87,2024
Hero,HF Deluxe,391809,213356.32,2022
Honda,Activa,327141,204538.69,2017
Royal Enfield,Hunter 350,397894,247455.98,2017
Bajaj,Platina 110,235608,174125.5,2024
Honda,CBR 650R,368545,204751.68,2016
Yamaha,Ray ZR,121564,84833.38,2020
Bajaj,Pulsar 150,50141,36559.21,2021
TVS,Ronin,309971,227016.99,2019
TVS,Sport,229729,139643.62,2018
Bajaj,Platina 110,366557,148456.38,2020
Royal Enfield,Hunter 350,202784,123013.01,2015
Kawasaki,Versys 650,331047,198382.67,2023
Hero,Passion Pro,317082,191249.73,2018
KTM,Duke 200,361048,243639.33,2017
KTM,390 Adventure,239741,170706.86,2021
Yamaha,MT-15,84507,42031.96,2018
KTM,Duke 200,246430,153164.03,2016
Honda,Shine,117190,63275.06,2019
Honda,Dio,396194,165686.83,2018
Royal Enfield,Himalayan,91684,67280.56,2016
Kawasaki,Ninja 400,197161,96552.97,2018
Bajaj,Dominar 400,259648,151396.76,2020
Bajaj,Platina 110,308055,125163.42,2015
Kawasaki,Versys 650,364579,207975.53,2022
Hero,Xtreme 160R,306747,140083.73,2019
Honda,Unicorn,284698,123960.19,2024
Kawasaki,Versys 650,154087,65162.12,2019
Yamaha,R15 V4,251733,134705.19,2023
Yamaha,FZ V3,107219,83449.61,2015
KTM,Duke 200,265186,170127.43,2024
Hero,Xtreme 160R,224385,107058.83,2018
TVS,NTorq 125,297364,157167.08,2024
Hero,Passion Pro,58947,46129.66,2015
Royal Enfield,Interceptor 650,212007,145683.25,2023
Kawasaki,Ninja 400,147914,118010.23,2017
Yamaha,R15 V4,258070,126771.73,2019
Honda,CBR 650R,382090,252075.34,2015
TVS,NTorq 125,181939,123655.03,2023
Kawasaki,Ninja 400,153457,80414.22,2016
Hero,HF Deluxe,155030,78135.33,2023
Hero,Splendor Plus,151233,68747.6,2022
Royal Enfield,Interceptor 650,144160,65153.28,2017
Hero,Splendor Plus,269313,151934.21,2017
Hero,Xtreme 160R,395847,307486.93,2016
Honda,Activa,246265,153884.56,2021
Hero,Glamour,60953,25232.32,2023
KTM,390 Adventure,65974,48124.09,2017
Royal Enfield,Himalayan,126742,84770.85,2016
Honda,Dio,253529,106241.68,2017
Honda,Unicorn,297683,163142.94,2022
KTM,RC 390,316815,247585.44,2021
Royal Enfield,Interceptor 650,185707,108217.14,2024
KTM,250 Duke,224792,150367.86,2024
TVS,Apache RTR 160,125870,50716.85,2016
Honda,Activa,281309,131222.99,2017
Honda,Dio,381429,302588.59,2020
Hero,Passion Pro,64046,28106.31,2019
Royal Enfield,Hunter 350,80142,33225.36,2020
Bajaj,CT 100,74412,49889.07,2018
Royal Enfield,Classic 350,189612,143188.31,2023
TVS,Jupiter,341273,262287.27,2016
Royal Enfield,Hunter 350,373080,162548.89,2023
Kawasaki,Versys 650,237726,109541.99,2024
KTM,RC 390,203656,86438.58,2016
Yamaha,R15 V4,115388,55305.9,2016
Kawasaki,Z650,387476,271180.96,2021
Hero,Xtreme 160R,367307,290109.6,2022
Bajaj,Dominar 400,116754,75843.45,2017
Bajaj,Platina 110,336423,255895.78,2017
Bajaj,Pulsar 150,250134,122039.03,2023
KTM,RC 390,97091,68989.14,2017
Royal Enfield,Classic 350,59669,45615.45,2018
Kawasaki,Vulcan S,304448,219860.18,2020
Kawasaki,Versys 650,210081,92171.82,2022
Hero,Glamour,330685,136113.76,2021
Royal Enfield,Hunter 350,104107,66203.62,2024
Yamaha,MT-15,168121,77879.89,2022
Yamaha,MT-15,69277,41666.34,2019
Bajaj,Pulsar 150,200395,89396.13,2021
Bajaj,CT 100,99620,53183.41,2021
Honda,Shine,236541,104978.51,2018
Bajaj,Dominar 400,217634,132029.56,2016
Honda,Activa,260240,174382.07,2018
Bajaj,Pulsar 150,50354,35995.3,2018
Kawasaki,Versys 650,56663,32547.92,2017
KTM,390 Adventure,224757,148058.69,2016
TVS,NTorq 125,383526,264664.55,2017
Honda,Activa,300391,201627.47,2015
Royal Enfield,Hunter 350,97010,50260.47,2017
Hero,Glamour,163118,130137.74,2018
Bajaj,Pulsar 150,168147,88410.44,2024
Hero,HF Deluxe,294137,212692.15,2019
KTM,250 Duke,141191,85027.82,2015
TVS,Ronin,342626,222605.64,2017
Hero,Splendor Plus,170665,121106.25,2015
TVS,Sport,91506,43017.44,2018
TVS,Jupiter,156290,86116.42,2019
Kawasaki,Ninja 300,256008,134530.85,2017
Bajaj,Dominar 400,142434,85175.69,2022
Bajaj,Avenger 220,97238,49411.88,2020
Kawasaki,Ninja 400,366510,205152.15,2021
Kawasaki,Versys 650,264224,138160.72,2022
TVS,Sport,158162,115229.49,2019
KTM,Duke 200,145485,75667.06,2018
Honda,Shine,287104,150831.44,2021
Hero,HF Deluxe,389218,294870.04,2023
Hero,HF Deluxe,255680,176278.95,2017
Honda,Dio,177140,71409.56,2019
TVS,Sport,371640,158136.7,2015
Kawasaki,Vulcan S,207472,98982.52,2023
KTM,RC 390,233567,133474.32,2017
Hero,Splendor Plus,201304,132093.24,2018
Bajaj,Dominar 400,302096,240224.37,2016
Yamaha,Ray ZR,143555,114207.25,2015
Kawasaki,Versys 650,55858,29579.44,2020
Hero,HF Deluxe,255210,147417.32,2021
KTM,Duke 200,279073,150561.61,2024
Kawasaki,Ninja 400,387258,176066.02,2023
TVS,Ronin,83258,63804.33,2020
TVS,Ronin,355589,271077.02,2021
Kawasaki,Ninja 300,117940,88994.39,2016
KTM,Duke 200,67766,52778.94,2016
Bajaj,CT 100,79561,55359.38,2018
Hero,Glamour,174807,133429.95,2021
Honda,Dio,288316,194860.04,2020
Royal Enfield,Hunter 350,130627,68418.86,2022
TVS,NTorq 125,371418,196420.84,2017
KTM,125 Duke,170535,114801.07,2022
Royal Enfield,Interceptor 650,370280,172156.79,2021
Kawasaki,Z650,292062,229999.04,2019
Yamaha,Ray ZR,67273,36432.26,2022
KTM,250 Duke,98145,60624.86,2022
Royal Enfield,Hunter 350,245132,117452.49,2015
TVS,Apache RTR 160,287536,180834.54,2017
Honda,Activa,176399,79759.52,2016
KTM,390 Adventure,106970,44477.88,2019
KTM,250 Duke,196038,107749.78,2023
Bajaj,Pulsar 150,54658,40589.84,2017
Royal Enfield,Hunter 350,370226,155187.8,2024
Kawasaki,Ninja 400,369931,188661.54,2022
KTM,RC 390,360700,176058.92,2024
KTM,125 Duke,256741,128065.51,2015
Kawasaki,Vulcan S,360165,155060.13,2024
Honda,Shine,164743,78023.29,2015
Royal Enfield,Interceptor 650,209077,85652.06,2021
Yamaha,Ray ZR,155064,110432.08,2024
Bajaj,CT 100,68690,41925.01,2020
Honda,Dio,388527,282122.01,2019
Honda,CBR 650R,384578,174792.48,2016
Honda,Activa,89052,64904.73,2016
Yamaha,FZ V3,220330,114148.13,2023
Honda,Dio,119153,57928.54,2019
Royal Enfield,Classic 350,199630,118769.55,2015
Yamaha,FZ V3,215175,105571.31,2024
Bajaj,CT 100,54155,40783.37,2016
Yamaha,Ray ZR,378589,286964.58,2015
Bajaj,CT 100,217400,97334.55,2020
Hero,Passion Pro,120770,72816.64,2022
Kawasaki,Z650,63055,34776.44,2022
KTM,RC 390,367642,181045.66,2017
Kawasaki,Versys 650,76983,55767.24,2020
Kawasaki,Z650,157420,86866.27,2022
Bajaj,Pulsar 150,393436,161158.76,2019
